PlayerID,Name,Age,Nationality,Club,Position,MatchesPlayed,Goals,Assists,YellowCards,RedCards,MarketValue
P03510,Noah Jackson,23.0,U. S.A,AC Milan,GK,28.0,0.0,0.0,4.0,0.0,43683466.0
P04810,IvaN Williams,24.0,Wales,Arsenal,RB,32.0,0.0,20.0,1.0,0.0,32500000.0
P02098,Ibrahim O'Neill,25.0,Eng,porto,CDM,15.0,0.0,2.0,4.0,0.0,32500000.0
P04358,Ibrahim Okeke,22.0,Esp,Barcelona,CDM,33.0,0.0,3.0,7.0,0.0,35281307.0
P03789,Samuel Garcia,20.0,Denmark,Ajax,GK,10.0,0.0,1.0,1.0,0.0,18030000.0
P04495,James U. Abdullah,27.0,Argentina,Porto,CB,24.0,1.0,40.0,1.0,0.0,67284000.0
P04968,Ezequiel Moore,25.0,Por,Lazio,Goalkeeper,23.0,0.0,2.0,2.0,0.0,48086964.0
P00837,michael popov,23.0,Arg,Tottenham,MF,70.0,3.0,2.0,1.0,0.0,36013000.0
P00602,Logan R. Lopez,25.0,Usa,Celtic (loan),Goalkeeper,11.0,0.0,0.0,2.0,0.0,38900000.0
P02185,Logan Martin,20.0,Ngr,Rangers,RB,25.0,0.0,1.0,0.0,0.0,32500000.0
P03866,Logan Fernandez,19.0,Spain,Real Madrid,ST,21.0,9.0,0.0,1.0,0.0,28147000.0
P02482,Samuel Lopez,25.0,Brazil,Arsneal,DEF,17.0,0.0,0.0,4.0,0.0,49400000.0
P04308,Noah-Popov,24.0,Portugal,Rangres,LM,20.0,0.0,1.0,0.0,0.0,32500000.0
P01583,Henry Rossi,20.0,Ned,Borussia Dortmund,CAM,0.0,0.0,0.0,1.0,0.0,19194869.0
P04267,Sergio Fernandez,22.0,Usa,Barcelona,CB,32.0,2.0,2.0,0.0,0.0,55633856.0
P02534,Adebayo P. Müller,25.0,Netherlands,Zamaek,DEF,20.0,0.0,1.0,2.0,0.0,24800000.0
P02726,levi hernandez,25.0,Ghana,Barcelona,LB,41.0,0.0,4.0,5.0,0.0,32500000.0
P01071,James Okeke,25.0,Gh,Sevilla,CB,70.0,100.0,5.0,6.0,0.0,32500000.0
P01776,Benjamin Popov,24.0,Nigeria,Al Ahly,GK,11.0,0.0,0.0,1.0,0.0,48086000.0
P04809,OLIVER BROWN,26.0,Eng,Inter  Milan,Defender,29.0,1.0,1.0,0.0,0.0,32500000.0
P01284,Ezequiel Nguyen,21.0,Opr,Chelsea,Defender,40.0,4.0,1.0,8.0,0.0,32500000.0
P03051,Mateo Thomas,24.0,Usa,Port,LB,31.0,0.0,1.0,2.0,0.0,42870000.0
P04754,NIcolas Okeke,24.0,Unknown,Borussia Dortmund,MF,70.0,4.0,4.0,3.0,0.0,32500000.0
P01837,Sergio Okeke,27.0,Brazil,Tottenham,CDM,34.0,0.0,2.0,4.0,0.0,57600000.0
P04243,Alexander-Wilson,20.0,Swe,Borussia Dortmund,Defender,25.0,0.0,10.0,4.0,0.0,39800000.0
P01020,James Müller Novak,20.0,Deu,Lazio (loan),CDM,70.0,0.0,0.0,0.0,0.0,32500000.0
P04134,Logan Santos,19.0,Eng,Tottenham,Defender,16.0,0.0,20.0,0.0,0.0,32500000.0
P01327,Henry Z. Silva,34.0,Ua,Atletico Madrid,RM,14.0,0.0,0.0,1.0,0.0,32500000.0
P00476,Sebastian Smith,26.0,Ivory Coast,Real  Madrid  (loan),DeF,5.0,0.0,0.0,1.0,0.0,46500000.0
P04272,Carlos Johnson,28.0,Nigeria,PSV Eindhoven,MF,70.0,6.0,0.0,2.0,0.0,49389000.0
P01652,Luis Russo,28.0,Sco,Juventus,Forward,9.0,6.0,1.0,0.0,0.0,32500000.0
P03999,Fabio Khan,26.0,Nigeria,Al Ahl y,RM,17.0,0.0,0.0,0.0,0.0,24845174.0
P04468,Marco A. Kowalski,20.0,Denmark,AC Milan,MF,24.0,3.0,1.0,4.0,0.0,32500000.0
P02611,HASSAN-POPOV,32.0,Gh,Paris Saint-Germain,CB,23.0,0.0,0.0,3.0,0.0,25579000.0
P02477,Ezequiel Thomas,19.0,Côte D'Ivoire,Al Ahly (loan),FWD,17.0,8.0,0.0,5.0,0.0,73100000.0
P02584,Ahmde Müller,32.0,Arg,Borussia Dortmund,MF,2.0,1.0,0.0,0.0,0.0,32500000.0
P01374,Kofi Schmidt,24.0,Germany,Liverpool,RB,20.0,0.0,0.0,0.0,0.0,20999880.0
P00740,Ahmed Santos,30.0,Sco,Ajax,GK,3.0,0.0,0.0,2.0,0.0,32500000.0
P03619,jacob hernández,27.0,Unknown,Benfica,DEF,22.0,0.0,0.0,0.0,0.0,32500000.0
P02441,Ahmed E. Jackson,25.0,Por,Paris Saint-Germain,CAM,9.0,0.0,0.0,1.0,0.0,32500000.0
P00868,Ivan Kowalski,27.0,Ned,Manchester United,DefendEr,0.0,0.0,0.0,0.0,0.0,21883000.0
P01141,James Ali,25.0,Swee,Lazio (loan),CDM,3.0,0.0,1.0,2.0,0.0,32500000.0
P00998,Hassan Lopez,21.0,Deu,Ajax,FWD,10.0,4.0,0.0,2.0,0.0,63404000.0
P01338,Mateo Lopez,16.0,Ngr,Roma,Midfielder,21.0,0.0,3.0,2.0,0.0,32500000.0
P00542,Levi Costa,18.0,Usa,Totte nham,Forward,3.0,2.0,0.0,1.0,0.0,46198036.0
P01100,Noah Santos,27.0,Pol,Manchester United,RM,11.0,0.0,10.0,2.0,0.0,43103096.0
P01133,Ethan Wilson,24.0,France,Sevilla,RB,8.0,0.0,20.0,2.0,0.0,32500000.0
P04065,Fabio-Rodriguez,25.0,Poland,Inter Milan,LB,30.0,0.0,0.0,5.0,0.0,8611076.0
P02716,Lucas-Martinez,23.0,Portugal,Tottenham,CB,38.0,2.0,0.0,7.0,0.0,31461236.0
P02259,Diego Müller,26.0,Côte D'Ivoire,Feyenoord,FWD,20.0,0.0,0.0,0.0,0.0,41424000.0
P04751,marco rossi,22.0,Ivory Coast,Celtic,FWD,17.0,4.0,0.0,1.0,0.0,32500000.0
P00060,Michael Okeke,30.0,Usa,Roma,CDm,20.0,0.0,1.0,10.0,0.0,29200000.0
P02884,Yusuf Smith,25.0,France,AC Milan,CDM,24.0,0.0,2.0,2.0,0.0,32500000.0
P01939,Omar Rodriguez,26.0,Eng,Roma,RB,5.0,0.0,2.0,0.0,0.0,40048501.0
P02577,Liam Lopez,21.0,Côte D'Iovire,Sevilla,Goalkeeper,21.0,0.0,0.0,3.0,0.0,39940000.0
P04937,JACKSON ALI,24.0,Dnk,Zamalek,Forward,5.0,20.0,0.0,1.0,0.0,25500000.0
P01079,Sergio Garcia,26.0,Côte D'Ivoire,Manchester City,FWD,24.0,5.0,4.0,1.0,0.0,61528720.0
P03250,Andres Jones,29.0,Ivory Coast,Bayern Munich,Midfielder,0.0,0.0,1.0,5.0,0.0,32500000.0
P03128,Ethan Hernandez,23.0,Wales,Atletico Madrid,DEF,2.0,0.0,0.0,1.0,0.0,34900000.0
P02489,Jacob Mart inez,29.0,Argentina,Feyenoord,GK,70.0,0.0,2.0,3.0,0.0,40800000.0
P00941,Fabio Davis,31.0,France,Roma,DEF,0.0,0.0,2.0,0.0,0.0,32500000.0
P01081,Diego Smit h,25.0,Arg,AC Milan,MF,0.0,5.0,5.0,4.0,0.0,32500000.0
P00188,andres khan,18.0,Denmark,FeyEnoord,Midfielder,22.0,40.0,0.0,4.0,0.0,32500000.0
P02635,CARLOS O'NEILL,25.0,England,Napoli,CB,45.0,0.0,5.0,0.0,0.0,76900000.0
P02086,Ahmed-Nguyen,25.0,United States,Liverpool (loaan),S T,17.0,3.0,3.0,5.0,0.0,39100000.0
P02250,Ivan Kowalski,29.0,Bra,Barcelona,LB,0.0,0.0,10.0,1.0,0.0,40400000.0
P04891,William Hernandez,25.0,Unknown,Paris Saint-Germain,RB,1.0,0.0,0.0,1.0,0.0,32500000.0
P02024,Omar Rossi,31.0,Wale S,Juventus,CB,7.0,0.0,0.0,0.0,0.0,15880000.0
P03540,Andres Q. Garcia,30.0,Arg,Feyenoord,FWD,0.0,9.0,3.0,0.0,0.0,73400000.0
P04049,Andres Broown,25.0,Netherlands,Chelsea (loan),Goalkeeper,16.0,0.0,10.0,3.0,0.0,32500000.0
P03607,Yusuf Wilson,18.0,Engg,Sporting,GK,13.0,0.0,1.0,0.0,0.0,12100000.0
P04848,Ibrahim Rossi,27.0,En G,Zamalek,CDM,26.0,0.0,1.0,3.0,0.0,46026000.0
P01930,Omar Johnson,19.0,Côte D'Ivoire,AC Milan,CDM,0.0,0.0,0.0,2.0,1.0,41400000.0
P03056,Ivan N. Miller,24.0,Bra,Juventus,Goalkeeper,21.0,0.0,1.0,7.0,1.0,21300000.0
P04490,Lucas Lopez,27.0,Nigeria,Rangers,Forward,34.0,13.0,2.0,1.0,0.0,52060000.0
P01405,Sebastian Hernandez,27.0,Wales,Zamalek,RB,23.0,0.0,4.0,4.0,0.0,32500000.0
P02180,Elijah-Hernández,20.0,Fra,Al Ahly,CAM,11.0,0.0,0.0,1.0,0.0,27250000.0
P01125,Oliver Khhan,19.0,France,PSV Eindhoven,LM,36.0,0.0,1.0,7.0,0.0,32500000.0
P03362,Jackson-Hernández,22.0,Fran Ce,PSV Eindhoven,CDM,33.0,0.0,2.0,2.0,0.0,59200000.0
P04136,Mason Novak,24.0,Ghana,Porto,CDM,41.0,0.0,0.0,6.0,0.0,32500000.0
P01779,Ethan-Schmidt,26.0,Côte D'Ivoire,Paris Saint-Germain,DEF,19.0,0.0,0.0,2.0,0.0,25300000.0
P02859,Nicolas Wilson,23.0,Ngr,Bayern Munich,MF,29.0,3.0,0.0,2.0,0.0,50910000.0
P01038,Diego Abdullah,21.0,Ivory Coast,Sevilla,Defender,9.0,0.0,2.0,0.0,0.0,32500000.0
P04457,Hassan Rossi,25.0,Usa,Sporting,LM,9.0,0.0,1.0,0.0,0.0,32500000.0
P02257,Jackson Wilson,25.0,Eng,La zio,LB,19.0,0.0,0.0,0.0,0.0,21221000.0
P00314,Masoon Rossi,25.0,Scotland,Roma,GK,53.0,0.0,3.0,4.0,0.0,7901476.0
P02282,William Gonzalez,33.0,Por,Porto,DEF,10.0,0.0,0.0,3.0,0.0,37040000.0
P01417,ALEXANDER JONES,25.0,United States,NapoLi,Defender,30.0,2.0,0.0,30.0,0.0,26400000.0
P01037,Andres Russo,27.0,Denmark,PSV Eindhoven,ST,27.0,9.0,1.0,2.0,0.0,26660000.0
P02160,MATEO NOVKA,18.0,Ned,Sporting,LM,27.0,0.0,0.0,2.0,0.0,32500000.0
P04164,jaocb silva,24.0,Esp,Benfica,ST,4.0,3.0,1.0,0.0,0.0,32500000.0
P01755,Andres Brown,26.0,Nigeria,Bayern Munich,MF,34.0,5.0,0.0,1.0,0.0,32400000.0
P03113,Mohamed Rodriguez,25.0,Sw E,AC MiLan,RM,0.0,0.0,0.0,1.0,0.0,6407773.0
P02814,Chukwu Singh,25.0,Poland,Sporting,CDM,26.0,0.0,2.0,3.0,0.0,33412000.0
P02699,Levi V. Jackson,25.0,Ghana,Liverpool,Midfielder,29.0,3.0,1.0,0.0,0.0,49860000.0
P03208,Chukwu Williams,21.0,Eng,Sporting,FWD,24.0,10.0,0.0,1.0,0.0,32500000.0
P04351,Henry Russo,24.0,Dnk,Paris Saint-Germain,MF,35.0,0.0,2.0,5.0,0.0,32500000.0
P03432,Elijah Johnson,27.0,Sweden,Rangers,LM,20.0,0.0,0.0,0.0,0.0,13600000.0
P01507,Henry Silva,30.0,Unknown,Juventus,MF,16.0,4.0,0.0,5.0,0.0,42553141.0
P01924,JACOB SMITH,27.0,Nigeria,Arsenal,ST,5.0,1.0,0.0,0.0,0.0,44208637.0
P00449,Noah Garcia,23.0,Scotland,Napoli,RM,39.0,0.0,1.0,6.0,1.0,31970581.0
P04129,Diego-Kow alski,29.0,Esp,Lazio,CAM,18.0,0.0,0.0,1.0,0.0,32500000.0
P02529,Ezequiel Abdullah,27.0,Por,Manchester United,Forward,29.0,14.0,1.0,1.0,0.0,32500000.0
P04970,Henry Fernandez,25.0,Pol,Napoli,RM,40.0,0.0,6.0,0.0,0.0,32500000.0
P02790,Daniel Williams,29.0,Argentina,Rangers,GK,70.0,0.0,2.0,2.0,0.0,15970000.0
P00362,ezequiel kowalski,25.0,Unknown,Sporting,ST,0.0,4.0,0.0,1.0,0.0,32500000.0
P02184,Michael Brown,25.0,Nigeria,Feyenoord,Forward,18.0,7.0,4.0,1.0,0.0,29641000.0
P01135,Chukwu Silva,25.0,Arg,PSV Eindhoven,Forward,10.0,3.0,1.0,0.0,0.0,37800000.0
P03881,SERGIO ROSSI,25.0,Argentina,Chelsea,CB,70.0,0.0,2.0,1.0,0.0,10442805.0
P02156,Luis O'Neill,28.0,Usa,Rangers,Midfielder,0.0,3.0,0.0,1.0,0.0,32500000.0
P01831,Hassan Davis,25.0,Sco,Paris Saint-Germain,GK,7.0,0.0,0.0,2.0,0.0,36700000.0
P01054,Hassa n Anderson,23.0,Usa,Liverpool,LM,0.0,0.0,4.0,7.0,0.0,32500000.0
P00023,BENJAMIN THOMSA,24.0,Argentina,RB Leipzig,CB,13.0,0.0,0.0,0.0,0.0,32500000.0
P02067,Ivan Lopez,21.0,Gh,Chelsea,ST,0.0,0.0,0.0,1.0,0.0,15360000.0
P01654,Luis Rossi,25.0,Nigeria,Benfica (loan),LM,70.0,0.0,0.0,30.0,0.0,19200000.0
P02588,Omar Abdullah,29.0,Wal,RB  Leipizg,LM,0.0,0.0,3.0,30.0,0.0,26400000.0
P03211,Kofi B. Nguyen,25.0,Poland,Napoli,GK,58.0,0.0,8.0,8.0,0.0,8480000.0
P04303,Jacob R . Garcia,29.0,Unknown,Sporting,GK,19.0,0.0,10.0,0.0,0.0,16689000.0
P04037,Benjamin Schimdt,31.0,United States,Lazio,MF,25.0,3.0,0.0,2.0,0.0,21600000.0
P02326,Alexander Q. Moore,21.0,Poland,Juventus,MF,36.0,7.0,0.0,1.0,0.0,27411000.0
P00461,Elijah Johnson,27.0,Sco,Bayern Munich,FWD,33.0,100.0,3.0,0.0,0.0,17580000.0
P01068,Sergio Brown,18.0,Denmark,Arsenal,Defender,8.0,1.0,0.0,2.0,0.0,22800000.0
P00088,Marco Wilson,25.0,Portugal,Ajax (loan),LB,35.0,0.0,0.0,5.0,0.0,26634000.0
P01431,MatEo Lopez,21.0,Bra,Napo li,RB,31.0,0.0,1.0,0.0,0.0,22100000.0
P02648,kofi-nguyen,21.0,Unknown,Chelsea,Goalkeeper,21.0,0.0,2.0,4.0,0.0,47590994.0
P00283,Ibrahim Müller Jones,20.0,Unknown,Zamalek (loan),RB,9.0,0.0,0.0,2.0,0.0,45504000.0
P00463,Marco Rossi,28.0,Bra,Rangers,LM,0.0,0.0,1.0,0.0,0.0,32500000.0
P00213,Ethan Müller,25.0,Por,AC Milan (loan),CDM,25.0,0.0,0.0,4.0,0.0,50051052.0
P02500,ivan-smith,18.0,Ned,Manchester United,MF,8.0,1.0,0.0,0.0,0.0,15090000.0
P01369,ETHAN MENSAH,21.0,United States,Inter Milan,CAM,34.0,0.0,1.0,0.0,0.0,27300000.0
P02771,Marco Novak,24.0,Nigeria,Manchester United,Goalkeeper,18.0,0.0,1.0,4.0,0.0,38344538.0
P00598,adebayo silva,29.0,Usa,Inter Milan,CD,23.0,0.0,1.0,1.0,0.0,32500000.0
P04421,sebastian gonzalez,25.0,Deu,Bayern  Munich,CB,19.0,0.0,1.0,1.0,0.0,5900000.0
P02251,Fabio-Miller,22.0,Bra,Feyenoord (loan),Goalkeeper,19.0,0.0,3.0,2.0,0.0,29070000.0
P04032,Bnejamin Jackson,16.0,Swe,LivErpool,RB,2.0,0.0,0.0,0.0,0.0,12714121.0
P02284,Benjamin Jackson,27.0,Brazil,AC Milan,CDM,8.0,0.0,0.0,1.0,0.0,32500000.0
P00663,Omar Fernandez,25.0,Fra,Napoli,ST,23.0,5.0,0.0,3.0,0.0,46400000.0
P04964,Diego Fernandez,31.0,Germany,Celtic,G K,13.0,0.0,1.0,4.0,0.0,32500000.0
P02286,Jaco bJackson,27.0,Argentina,Chelsea,DEF,23.0,0.0,6.0,20.0,0.0,32500000.0
P04717,Samuel-Hernandez,35.0,Wal,PSV Eindhoven,LB,0.0,0.0,0.0,1.0,0.0,31340000.0
P03194,Dieg oGonzalez,25.0,🇪🇸,Celtic,LB,30.0,0.0,2.0,2.0,0.0,32500000.0
P02504,LOGAN I. MARTINEZ,21.0,Unknown,AC Milan,CB,29.0,0.0,4.0,1.0,0.0,32500000.0
P04044,James Smith,28.0,Dn K,Ajaxx,RB,11.0,0.0,10.0,4.0,0.0,27276464.0
P00780,Logan Jones,24.0,Netherlands,Zamalek,ST,4.0,4.0,0.0,2.0,0.0,35200000.0
P04020,Benjamin Martin,26.0,Sweden,Roma,Defender,0.0,0.0,2.0,2.0,0.0,23400000.0
P03427,Elijah U. Khan,31.0,Germany,Napoli,Midfielder,48.0,7.0,1.0,11.0,0.0,32500000.0
P04307,Sergio Fernandez,26.0,Usa,Porto,Forward,24.0,8.0,0.0,4.0,0.0,64288000.0
P03197,Logan Abdullah,21.0,Ivory Coast,Celtic,LM,26.0,0.0,50.0,3.0,0.0,32500000.0
P04836,Nicolas Lopez,30.0,Usa,ZAmalek,FWD,0.0,0.0,0.0,0.0,0.0,25804000.0
P00686,logan hernandez,21.0,Ned,Ajax,ST,0.0,15.0,1.0,8.0,0.0,31300000.0
P03170,AHMED SCHMIDT,24.0,Netherlands,Lazio,RM,11.0,0.0,1.0,1.0,0.0,20482632.0
P03927,Chukwu M. Martinez,25.0,England,Inter Milan,CAM,23.0,0.0,0.0,1.0,0.0,32500000.0
P03435,Logan Taylor,31.0,Portugal,Tottenham,LM,26.0,0.0,1.0,3.0,0.0,22800000.0
P02172,Henry Jones,19.0,Pol,Napoli,DEF,12.0,1.0,1.0,1.0,0.0,51000000.0
P03690,Henry O'Neill,21.0,Brazil,Rangers,LB,28.0,0.0,2.0,0.0,0.0,40632000.0
P01851,William Singh,29.0,Pol,Sporting,RB,0.0,0.0,1.0,0.0,0.0,44600000.0
P00488,Hassan Lopez,25.0,France,Manchester City,CAM,0.0,0.0,0.0,1.0,0.0,37546000.0
P01689,Ezequuiel Abdullah,25.0,Usa,Liverpool,Goalkeeper,26.0,0.0,0.0,7.0,0.0,38078812.0
P02231,Mateo Anderson,25.0,Sweden,Rangers  (loan),Forward,20.0,13.0,3.0,3.0,0.0,32500000.0
P03265,Marco Fernandez,27.0,Brazil,AC Milan,LM,26.0,0.0,0.0,0.0,0.0,32500000.0
P02321,Elijah Gonzalez,25.0,Argentina,Manchester City,ST,22.0,0.0,3.0,5.0,0.0,16369000.0
P00783,Lucas Schmidt,25.0,Ned,Real Madrid,LB,14.0,0.0,1.0,0.0,0.0,26500000.0
P00522,Luis Mensah,25.0,Brazil,Borussia Dortmund,Forward,0.0,0.0,1.0,0.0,0.0,12333000.0
P00523,Ibrahim Müller,19.0,Eng,Inter Milan,MF,18.0,0.0,1.0,2.0,0.0,32500000.0
P02838,omar jones,25.0,Netherlands,Tottenham,CAM,14.0,0.0,1.0,0.0,0.0,19900000.0
P04540,EZEQUIEL THOMAS,20.0,Fra,Al Ahly,DeF,16.0,0.0,0.0,2.0,1.0,28995000.0
P02399,Ezequiel chmidt,22.0,Esp,RB Leipzig,CAM,23.0,0.0,4.0,5.0,0.0,32500000.0
P02208,Ibrahim N. Abdullah,31.0,Nigeria,Napoli,C B,70.0,0.0,0.0,0.0,0.0,32500000.0
P03478,Michael B. Johnson,25.0,United States,Roma,CDM,14.0,0.0,1.0,3.0,0.0,11887000.0
P03553,Michael Jones,25.0,Unknown,Porto,CAM,12.0,0.0,1.0,1.0,0.0,38544817.0
P04088,Liam Wilson Santos,24.0,Nigeria,Ajax,RB,21.0,0.0,1.0,0.0,0.0,32500000.0
P02823,Ezequiel Khan,26.0,Unknown,Chelsea,RB,9.0,0.0,0.0,1.0,0.0,32500000.0
P01512,Lucas Hernandez,25.0,Por,Paris Saint-Germain,CB,27.0,0.0,3.0,3.0,0.0,32500000.0
P01883,Yusuf Costa,25.0,Arg,Chelsea,LB,23.0,0.0,1.0,1.0,0.0,32500000.0
P00652,Mohhamed Müller,22.0,Germany,Barcelona,GK,9.0,0.0,0.0,1.0,0.0,32500000.0
P04931,Noah Abdullah,26.0,Ned,Paris Saint-Germain,LB,12.0,0.0,20.0,1.0,0.0,27300000.0
P03090,Ahmed Jackson,36.0,Nigeria,Napoli,Goalkeeper,21.0,0.0,0.0,2.0,0.0,32500000.0
P00370,Daniel Costa,26.0,Sweden,Napoli,ST,18.0,7.0,2.0,4.0,0.0,32500000.0
P04998,DANIEL POPOV,25.0,Spain,Zamalek,Midfielder,0.0,1.0,0.0,2.0,0.0,26700000.0
P00119,Ivan Martin,25.0,Argentina,RB Leipzig,Goalkeeper,21.0,0.0,0.0,5.0,0.0,4900000.0
P03321,ETHAN SILVA,25.0,Wal,Atletico Madrid,Goalkeeper,6.0,0.0,0.0,2.0,0.0,39587000.0
P03035,Levi Hernández,21.0,Eng,Porto,Defender,26.0,4.0,4.0,4.0,0.0,32500000.0
P02217,Alexander-Johnson,20.0,Sweden,Real Madrid,Goalkeeper,36.0,0.0,0.0,0.0,0.0,18981000.0
P03543,Omar Williams,25.0,Argentina,Ajax,LM,15.0,0.0,1.0,0.0,0.0,11600000.0
P01614,Andres-Williams,30.0,Dnk,Napoli,FWD,35.0,19.0,0.0,0.0,0.0,113900000.0
P03152,Hassan-Brown,20.0,Unknown,Paris Saint-Germain,RM,27.0,0.0,0.0,3.0,0.0,32500000.0
P00963,Omar-Hernández,27.0,Ngr,PSV Eindhoven (loan),FWD,21.0,6.0,1.0,0.0,0.0,32500000.0
P02511,Mohamed Singh,18.0,Usa,POrto,MMidfielder,0.0,3.0,2.0,3.0,0.0,31200000.0
P03832,Ethan Wilson,20.0,Sweden,Inter Milan,RM,9.0,0.0,1.0,1.0,0.0,24100000.0
P02824,Michael Popov,26.0,Germany,Sporting,FWD,28.0,0.0,0.0,3.0,0.0,15943000.0
P04344,Benjamin Ali,22.0,Wales,Feyenoord,K,70.0,0.0,0.0,1.0,0.0,32500000.0
P03033,James Jackson,25.0,Scotland,Benfica,GK,20.0,0.0,3.0,1.0,0.0,61310000.0
P02416,Nicolas I. Abdullah,18.0,Wales,Bayern Munich,RM,2.0,0.0,0.0,1.0,0.0,21083000.0
P04655,SAMUEL-SINGH,25.0,Eng,Tottenham,GK,0.0,0.0,3.0,2.0,0.0,32500000.0
P04237,DANIEL D. MOORE,20.0,Ghana,Real Madrid,Defender,36.0,2.0,0.0,3.0,0.0,42853000.0
P02186,Hassan Johnson,25.0,Spain,Porto,CB,15.0,1.0,1.0,0.0,0.0,32500000.0
P03670,Nicolas Moore,21.0,Wales,Arsenal (loan),CB,25.0,0.0,3.0,0.0,0.0,46400000.0
P02038,Elijah Okeke,23.0,Germany,Porto,Goalkeeper,19.0,0.0,0.0,2.0,0.0,23200000.0
P04363,Michael Okeke Novak,20.0,Por,Zamalek,LM,4.0,0.0,0.0,2.0,0.0,32500000.0
P00773,Hassan I. Thomas,29.0,Gh,Celtic,RM,0.0,0.0,3.0,7.0,0.0,32500000.0
P01285,Henry D. Rsosi,29.0,Deu,Sevilla,Forward,38.0,19.0,1.0,9.0,0.0,13904000.0
P04604,Chukwu Hernández,19.0,Nigeria,Rangers,ST,0.0,12.0,0.0,0.0,0.0,15962000.0
P04795,willam miller,21.0,Ghana,Barcelona,cB,22.0,0.0,0.0,2.0,0.0,23700000.0
P01415,Sebastian-Silva,26.0,So,AC Milan,CD,6.0,0.0,1.0,1.0,0.0,22697578.0
P01235,Ivan Garcia,17.0,Ned,Zamalek,Defender,15.0,0.0,0.0,0.0,0.0,21303834.0
P02700,William Smith,21.0,Ivory Coast,Porto,CAm,10.0,0.0,1.0,0.0,0.0,32500000.0
P00436,Adebayo Lopez,23.0,Por,Sevilla,LB,0.0,0.0,3.0,1.0,0.0,57168894.0
P01675,Levi Gonzalez,18.0,Unknown,Juventus,Forward,31.0,4.0,1.0,0.0,0.0,33209043.0
P00366,Jacob Miller,22.0,Unknown,Manchester City,ST,11.0,5.0,0.0,2.0,0.0,65000000.0
P02650,Chukwu G. Russo,28.0,Esp,Atletico  Madrid,ST,20.0,0.0,0.0,0.0,0.0,32500000.0
P00232,Nicolas-Hernandez,31.0,Brazil,Benfica,RB,36.0,0.0,2.0,7.0,0.0,39601458.0
P04268,Mateo-Khan,27.0,Unknown,Barcelona,CB,26.0,0.0,3.0,3.0,0.0,43959000.0
P04042,benjamin s. thomas,25.0,Netherlands,Manchester United,DEF,34.0,1.0,5.0,2.0,0.0,32500000.0
P04400,Hassan Martinez,30.0,Franc E,Celtic,ST,3.0,0.0,0.0,0.0,0.0,18110233.0
P00408,Jackson Novak,25.0,Ngr,Bayern Munich,MF,38.0,2.0,2.0,10.0,0.0,32500000.0
P02091,James Miller,23.0,United States,Lazio,LB,12.0,0.0,1.0,2.0,0.0,40982000.0
P00087,Ivan-Williams,18.0,Spain,Celtic,ST,25.0,14.0,1.0,2.0,0.0,42090000.0
P00845,Jackson Fernandez Novak,23.0,Brazil,Bayern  Munich,Midfielder,0.0,10.0,0.0,2.0,0.0,38124914.0
P01032,BENJAMIN-KOWALSKI,22.0,Pl,Manchester United,Forward,12.0,4.0,3.0,3.0,0.0,20000000.0
P02856,Mason Russo,19.0,Pol,Barcelona,CDM,28.0,0.0,0.0,2.0,0.0,16000000.0
P04110,Yusuf Novak,22.0,Pol,Inter Milan,RM,25.0,0.0,0.0,2.0,0.0,25975000.0
P04397,Mason J. Fernnadez,34.0,Unknown,Celtic,FWD,16.0,2.0,2.0,0.0,0.0,39951478.0
P03894,AdebayoMartin,23.0,Scotland,Liverpool,DefendeR,17.0,1.0,0.0,0.0,0.0,32500000.0
P02659,Carllos Schmidt,25.0,Spain,PSV Eindhoven,LM,18.0,0.0,0.0,1.0,0.0,16239292.0
P00856,CHUKWU ANDERSSON,20.0,Unknown,Ajax,FWD,34.0,13.0,0.0,1.0,0.0,15970000.0
P00079,Michael Müller,24.0,Unknown,Barcelona,GK,14.0,0.0,2.0,0.0,0.0,32500000.0
P02248,Ahmed Hernández,25.0,Pol,Juventus,RM,1.0,0.0,0.0,1.0,1.0,31146722.0
P04571,Chukwu Anderson,25.0,Fra,Chelsea,Goalkeeper,0.0,0.0,1.0,2.0,0.0,32500000.0
P03657,Sebastian Costa,24.0,Wal,Bacelona,DEF,13.0,0.0,1.0,1.0,0.0,36248942.0
P04152,oliver lopez,26.0,Unknown,ZaMalek,LM,17.0,0.0,2.0,0.0,0.0,32500000.0
P03379,JACOB-MILLER,27.0,Argentina,Napoli,Goalkeeper,0.0,0.0,0.0,3.0,0.0,32500000.0
P02280,Logan Miller O'Neill,27.0,Spain,Liverpool,Defender,3.0,0.0,0.0,0.0,0.0,48170000.0
P02599,Liam Taylor,22.0,Spain,Celtic,DEF,8.0,0.0,1.0,1.0,0.0,43600000.0
P04160,Ahmed R. Gonzalez,30.0,Ng,PSV EindhovEn,LB,22.0,0.0,4.0,2.0,0.0,32500000.0
P03871,Kofi-Hernández,22.0,Ned,Al Ahly (loan),ST,14.0,12.0,0.0,0.0,0.0,108316000.0
P03429,Levi M. Hernandez,25.0,Unknown,Sevilla (loan),Forward,35.0,5.0,1.0,1.0,0.0,32500000.0
P02177,Ezequiel Garcia,22.0,United States,Barcelona,RM,0.0,0.0,1.0,3.0,0.0,30560000.0
P00425,Henry O'Neill,28.0,Spani,TotTenham,LB,6.0,0.0,0.0,3.0,0.0,28600000.0
P00393,EZEQUIEL SINGH,25.0,Spain,AC Milan,LB,16.0,0.0,2.0,30.0,0.0,27720000.0
